Base;Data;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
WEB_EXECUTIVE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
WEB_EXECUTIVE;19/05/2022;;;;
WEB_COMM;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
EXECUTIVE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
WEB_EVE;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DT_SA;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
WEB_COMM;19/05/2022;;;;
COMMERCIAL;19/05/2022;;;;
DEFENSE;19/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
WEB_DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
WEB_COMM;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DT_SA;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
EXECUTIVE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DT_SA;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
DEFENSE;20/05/2022;;;;
COMMERCIAL;20/05/2022;;;;
COMMERCIAL;21/05/2022;;;;
DEFENSE;21/05/2022;;;;
EXECUTIVE;21/05/2022;;;;
DEFENSE;21/05/2022;;;;
DEFENSE;22/05/2022;;;;
DEFENSE;22/05/2022;;;;
DEFENSE;22/05/2022;;;;
DEFENSE;22/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_COMM;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_COMM;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
WEB_DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_COMM;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DT_COMM;23/05/2022;;;;
DT_COMM;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DT_SA;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
WEB_EVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
EVE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
WEB_DT_COMM;23/05/2022;;;;
WEB_DT_COMM;23/05/2022;;;;
WEB_DT_COMM;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
WEB_DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
COMMERCIAL;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DT_SA;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
EXECUTIVE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;23/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
EXECUTIVE;24/05/2022;;;;
DT_SA;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DT_SA;24/05/2022;;;;
COMMERCIAL;24/05/2022;;;;
COMMERCIAL;24/05/2022;;;;
COMMERCIAL;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
COMMERCIAL;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
EXECUTIVE;24/05/2022;;;;
DT_SA;24/05/2022;;;;
DEFENSE;24/05/2022;;;;
DT_SA;24/05/2022;;;;
